	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
HERC2P7	0	NA	NA	NA	NA	NA	HERC2P7
FAM66E	0	NA	NA	NA	NA	NA	FAM66E
C2CD4D-AS1	0.491485135157335	-1.92357401930495	2.87901630370522	-0.668135854885351	0.504046876477512	0.999658563836992	C2CD4D-AS1
FAM240A	0	NA	NA	NA	NA	NA	FAM240A
PHKA2-AS1	0.907311071114292	-2.80497270583801	3.39514221534044	-0.826172374507365	0.408706316806548	0.999658563836992	PHKA2-AS1
LOC100132215	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	LOC100132215
NPIPB5	0	NA	NA	NA	NA	NA	NPIPB5
NDUFA6-DT	0.179693585564878	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	NDUFA6-DT
KIR2DS2	0	NA	NA	NA	NA	NA	KIR2DS2
TEKT4P2	0.775295073478934	-0.334426268038811	2.27513759357754	-0.146991667221736	0.883138597471526	0.999658563836992	TEKT4P2
CLUHP3	0.372218022580135	-0.254101800082561	3.01756323932251	-0.0842076138691334	0.932891364699776	0.999658563836992	CLUHP3
FRG1HP	0.38420766273919	-0.254101424893196	2.39138528130895	-0.106256999605731	0.915378447724064	0.999658563836992	FRG1HP
LINC01512	0	NA	NA	NA	NA	NA	LINC01512
LOC100132356	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	LOC100132356
FAM157B	0	NA	NA	NA	NA	NA	FAM157B
NBPF10	0	NA	NA	NA	NA	NA	NBPF10
FCGR1CP	0.422666669844068	-0.254101748421787	2.93927350518664	-0.0864505286675089	0.931108281174186	0.999658563836992	FCGR1CP
CLDN24	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	CLDN24
KRTAP4-7	0	NA	NA	NA	NA	NA	KRTAP4-7
FGD5P1	0	NA	NA	NA	NA	NA	FGD5P1
PGAM1P5	0	NA	NA	NA	NA	NA	PGAM1P5
ZRANB2-AS1	0	NA	NA	NA	NA	NA	ZRANB2-AS1
BSN-DT	0	NA	NA	NA	NA	NA	BSN-DT
PAXIP1-AS2	0.512402393742301	0.634827462712779	1.94622709166181	0.326183653198828	0.744285408499626	0.999658563836992	PAXIP1-AS2
CYP4F30P	0	NA	NA	NA	NA	NA	CYP4F30P
DCAF13P3	0	NA	NA	NA	NA	NA	DCAF13P3
FILNC1	0	NA	NA	NA	NA	NA	FILNC1
KDM4A-AS1	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	KDM4A-AS1
LOC100132781	0	NA	NA	NA	NA	NA	LOC100132781
LOC100132831	0	NA	NA	NA	NA	NA	LOC100132831
PMS2P9	0	NA	NA	NA	NA	NA	PMS2P9
MSC-AS1	2.86469468858895	0.122429725343687	1.06963096922515	0.114459779929872	0.908873327773385	0.999658563836992	MSC-AS1
DPH3P1	1.65622012083245	-0.958979738904568	1.15656647569485	-0.829160933727069	0.407013347641266	0.999658563836992	DPH3P1
SHISAL2B	0	NA	NA	NA	NA	NA	SHISAL2B
FAM66D	0	NA	NA	NA	NA	NA	FAM66D
FAM27C	0	NA	NA	NA	NA	NA	FAM27C
SMIM9	0	NA	NA	NA	NA	NA	SMIM9
LINC00856	0	NA	NA	NA	NA	NA	LINC00856
FAM95B1	0	NA	NA	NA	NA	NA	FAM95B1
LOC100133050	0	NA	NA	NA	NA	NA	LOC100133050
LOC100133091	1.10733313093793	0.434996707858861	2.3223451245163	0.187309243258778	0.851418176174475	0.999658563836992	LOC100133091
FAM27B	0	NA	NA	NA	NA	NA	FAM27B
LINC01203	0	NA	NA	NA	NA	NA	LINC01203
LINC01001	0	NA	NA	NA	NA	NA	LINC01001
FAM66A	0	NA	NA	NA	NA	NA	FAM66A
LINC00240	0.101587229938976	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	LINC00240
SBF1P1	0	NA	NA	NA	NA	NA	SBF1P1
LOC100133286	0	NA	NA	NA	NA	NA	LOC100133286
RSU1P2	0	NA	NA	NA	NA	NA	RSU1P2
HOXA-AS3	0	NA	NA	NA	NA	NA	HOXA-AS3
LOC100133315	0	NA	NA	NA	NA	NA	LOC100133315
LOC100133331	0	NA	NA	NA	NA	NA	LOC100133331
100133445	3.54656868005433	0.0770309220544284	0.889961844693348	0.0865553085379416	0.931024991136464	0.999658563836992	100133445
LINC02171	0	NA	NA	NA	NA	NA	LINC02171
MRPL23-AS1	0	NA	NA	NA	NA	NA	MRPL23-AS1
LINC01134	0	NA	NA	NA	NA	NA	LINC01134
LY6E-DT	0.408756616538949	2.8976608665089	3.31951850523028	0.87291601536286	0.382708856227063	0.999658563836992	LY6E-DT
LOC100133920	0	NA	NA	NA	NA	NA	LOC100133920
CD24	34.5080003336722	6.84112043483085	3.07784413361258	2.22269879105319	NA	NA	CD24
UXT-AS1	0	NA	NA	NA	NA	NA	UXT-AS1
LINC01816	1.59441075796755	-0.335398368774218	2.92063963598894	-0.114837299556352	0.908574083844736	0.999658563836992	LINC01816
MAP3K14-AS1	0.19065913401736	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	MAP3K14-AS1
UBOX5-AS1	0	NA	NA	NA	NA	NA	UBOX5-AS1
KDM7A-DT	3.2466842679324	0.283719605418869	0.97437998775431	0.291179631134223	0.770913939961495	0.999658563836992	KDM7A-DT
LINC01119	0	NA	NA	NA	NA	NA	LINC01119
LOC100134317	0	NA	NA	NA	NA	NA	LOC100134317
LOC100134368	0.191367387146357	0.570282311025334	3.44865606662119	0.16536363731512	0.868657772828279	0.999658563836992	LOC100134368
NDUFB2-AS1	0.19065913401736	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	NDUFB2-AS1
LOC100134868	0.101587229938976	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	LOC100134868
JMJD7	0	NA	NA	NA	NA	NA	JMJD7
PLA2G4B	0	NA	NA	NA	NA	NA	PLA2G4B
HDAC5	9.63643028598916	0.0941029648580093	0.467930943518518	0.201104385511289	0.840616952907676	0.999658563836992	HDAC5
C17orf99	0	NA	NA	NA	NA	NA	C17orf99
LOC100144595	0	NA	NA	NA	NA	NA	LOC100144595
LINC00029	0	NA	NA	NA	NA	NA	LINC00029
EPHA5-AS1	1.33990779847208	-1.278550108929	1.77948582708516	-0.718494123116052	0.472452670217759	0.999658563836992	EPHA5-AS1
CHKB-DT	1.21782331927093	0.232251468798787	1.42560607200722	0.162914197238079	0.870585992390399	0.999658563836992	CHKB-DT
LINC00930	0	NA	NA	NA	NA	NA	LINC00930
KLLN	0	NA	NA	NA	NA	NA	KLLN
PDCD6IP	25.2464045661796	0.0950382394835827	0.431113742325595	0.22044817910677	0.825522126664902	0.999658563836992	PDCD6IP
KRTAP20-4	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	KRTAP20-4
RNU4ATAC	2.7520995996726	-1.81095835089236	1.94822958980554	-0.929540522517739	0.352609034881934	0.999658563836992	RNU4ATAC
RNU6ATAC	0	NA	NA	NA	NA	NA	RNU6ATAC
SCARNA9L	0	NA	NA	NA	NA	NA	SCARNA9L
PDCD6	37.7381027847412	0.547260248839862	0.490191310988753	1.1164217654858	0.264241641114467	0.999658563836992	PDCD6
PATE3	0	NA	NA	NA	NA	NA	PATE3
DBIL5P2	0	NA	NA	NA	NA	NA	DBIL5P2
BCL2L10	0	NA	NA	NA	NA	NA	BCL2L10
SNAR-C3	0	NA	NA	NA	NA	NA	SNAR-C3
ERICH4	2.16293794380118	5.30321765456564	3.25616754845093	1.62866854228326	0.103383205617172	0.999658563836992	ERICH4
EPOP	3.14354480700443	-0.829364499046807	0.937358696038667	-0.884788824760201	0.376270537856674	0.999658563836992	EPOP
BCL2L11	5.59589140327624	0.0362550628460252	0.722801834208471	0.0501590631486534	0.959995633340766	0.999658563836992	BCL2L11
HECTD2-AS1	6.88179336662964	-0.472332963907218	1.73394426454135	-0.272403775349814	0.785311570118651	0.999658563836992	HECTD2-AS1
LINC00426	1.01989437128974	0.623627908398913	1.84336679545416	0.338309179668861	0.73513020676894	0.999658563836992	LINC00426
LINC00092	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	LINC00092
DNMBP-AS1	0	NA	NA	NA	NA	NA	DNMBP-AS1
DCTN1-AS1	0	NA	NA	NA	NA	NA	DCTN1-AS1
SH2B3	19.619431281161	-0.830527141892065	0.812975218477697	-1.02158973977981	0.306975115821028	0.999658563836992	SH2B3
RAMP2-AS1	0.453596247063141	-1.82294151811649	3.42777328860021	-0.531815077787984	0.594854078837247	0.999658563836992	RAMP2-AS1
TPT1-AS1	2.89264806318779	0.542989499530172	0.873155844451848	0.621870085369527	0.534027296923024	0.999658563836992	TPT1-AS1
LINC02418	0	NA	NA	NA	NA	NA	LINC02418
C5orf52	0	NA	NA	NA	NA	NA	C5orf52
LOC100190986	0	NA	NA	NA	NA	NA	LOC100190986
C2CD4D	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	C2CD4D
PPIAP30	0	NA	NA	NA	NA	NA	PPIAP30
ZFHX4-AS1	0	NA	NA	NA	NA	NA	ZFHX4-AS1
PP12613	0	NA	NA	NA	NA	NA	PP12613
FLJ16779	0.897895300069918	-2.79066626107078	2.83145183892763	-0.985595524777743	0.324331634974455	0.999658563836992	FLJ16779
LINC01634	0	NA	NA	NA	NA	NA	LINC01634
LOC100192426	0	NA	NA	NA	NA	NA	LOC100192426
CDH4	0	NA	NA	NA	NA	NA	CDH4
GNE	8.54959119203922	-0.36806520737192	0.543816939150806	-0.67681821008862	0.498521302795569	0.999658563836992	GNE
HCN4	0	NA	NA	NA	NA	NA	HCN4
MANCR	0.310403433014814	-1.2158873637815	3.44865606662119	-0.35256846153776	0.724411985120695	0.999658563836992	MANCR
FAR2P2	0	NA	NA	NA	NA	NA	FAR2P2
KMT2E-AS1	0.883594018124389	0.946478777321763	1.57584867175935	0.600615271176432	0.548096264216851	0.999658563836992	KMT2E-AS1
LINC01004	0.298151316527661	2.44565835852939	3.34785477534577	0.730515067899505	0.465075406061489	0.999658563836992	LINC01004
INSL5	0	NA	NA	NA	NA	NA	INSL5
FRAT1	1.49377374183137	-0.221279997637553	1.14930531238674	-0.192533694269649	0.847324177384891	0.999658563836992	FRAT1
LOC100233156	0.55222744672259	-2.10648206051604	2.91098360120498	-0.723632403715389	0.469291442362005	0.999658563836992	LOC100233156
PCED1B-AS1	1.62534879109653	0.484661914516768	1.37270709010097	0.353070161880725	0.724035841545318	0.999658563836992	PCED1B-AS1
TROAP	4.65694204647754	0.157094725723556	0.63812479543099	0.246181823443256	0.805541485438378	0.999658563836992	TROAP
LOC100240734	0	NA	NA	NA	NA	NA	LOC100240734
LOC100240735	0.220333734245229	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	LOC100240735
MED16	16.762261441355	0.0090883586326454	0.409077267335955	0.0222167286190987	0.982275073375767	0.999658563836992	MED16
PIGK	9.39965578129313	-0.566627191061414	0.465626931720455	-1.21691240875559	0.223637543879038	0.999658563836992	PIGK
LOC100268168	0	NA	NA	NA	NA	NA	LOC100268168
LOC100270746	1.67143688336632	-0.964961325598104	1.29894187941138	-0.742882603827802	0.457552758729377	0.999658563836992	LOC100270746
LINC00653	0.199127702316793	0.570282311025334	3.44865606662119	0.16536363731512	0.868657772828279	0.999658563836992	LINC00653
LINC00940	0	NA	NA	NA	NA	NA	LINC00940
ARHGEF33	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	ARHGEF33
LINC00899	0.397594756027237	-1.61539737278257	2.96861227455377	-0.544159096366127	0.586331996615962	0.999658563836992	LINC00899
100271832	0	NA	NA	NA	NA	NA	100271832
LIMS3-LOC440895	0	NA	NA	NA	NA	NA	LIMS3-LOC440895
SMG1P3	0	NA	NA	NA	NA	NA	SMG1P3
ERVV-2	0.100812341234921	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	ERVV-2
MEF2B	0	NA	NA	NA	NA	NA	MEF2B
AIRN	0	NA	NA	NA	NA	NA	AIRN
RASA4B	0	NA	NA	NA	NA	NA	RASA4B
CMC4	9.08704446986295	-0.409532612812643	0.537470680585852	-0.76196270346551	0.446082264381046	0.999658563836992	CMC4
100272216	0	NA	NA	NA	NA	NA	100272216
LOC100272217	0.2805059267998	-1.2158873637815	3.44865606662119	-0.35256846153776	0.724411985120695	0.999658563836992	LOC100272217
LINC00894	0	NA	NA	NA	NA	NA	LINC00894
100286793	0	NA	NA	NA	NA	NA	100286793
BCDIN3D-AS1	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	BCDIN3D-AS1
ANAPC1P1	0	NA	NA	NA	NA	NA	ANAPC1P1
LOC100287010	0	NA	NA	NA	NA	NA	LOC100287010
LOC100287015	0.786818181064052	-1.44782185195531	1.74257337609114	-0.830852732986773	0.406056828470942	0.999658563836992	LOC100287015
DDX11L10	0	NA	NA	NA	NA	NA	DDX11L10
LOC100287036	0.205879818396615	0.570282311025334	3.44865606662119	0.16536363731512	0.868657772828279	0.999658563836992	LOC100287036
LOC100287042	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	LOC100287042
LOC100287072	0	NA	NA	NA	NA	NA	LOC100287072
DDX11L1	0	NA	NA	NA	NA	NA	DDX11L1
LINC00421	0	NA	NA	NA	NA	NA	LINC00421
WASHC1	0.784187929760886	1.27109285496075	1.59447674884312	0.797184942259585	0.425343629824478	0.999658563836992	WASHC1
EML2-AS1	0.409268557608715	-0.254101760288025	2.95743964570067	-0.0859195083346573	0.931530403447441	0.999658563836992	EML2-AS1
SH3RF3-AS1	0.103467811004938	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	SH3RF3-AS1
LINC01630	0	NA	NA	NA	NA	NA	LINC01630
ZNF729	0	NA	NA	NA	NA	NA	ZNF729
TIPARP-AS1	0	NA	NA	NA	NA	NA	TIPARP-AS1
MANSC4	0	NA	NA	NA	NA	NA	MANSC4
LINC00941	0.405904834709702	-1.64157337538947	3.4365708871699	-0.477677728551482	0.63287959830527	0.999658563836992	LINC00941
PRSS46P	0	NA	NA	NA	NA	NA	PRSS46P
100287428	0	NA	NA	NA	NA	NA	100287428
100287466	0	NA	NA	NA	NA	NA	100287466
SMKR1	0.715960717240251	-0.0993554862906971	2.32318349998715	-0.0427669558996293	0.965887305249602	0.999658563836992	SMKR1
ADPGK-AS1	0	NA	NA	NA	NA	NA	ADPGK-AS1
LINC00173	0.203041188727835	1.88818500764624	3.39697580477756	0.555842936823592	0.578318230314532	0.999658563836992	LINC00173
DDX11L5	0	NA	NA	NA	NA	NA	DDX11L5
LOXL1-AS1	0.819934568346421	-1.50802437725791	2.98022307261878	-0.50601057052175	0.612849229086514	0.999658563836992	LOXL1-AS1
SELENOKP3	0	NA	NA	NA	NA	NA	SELENOKP3
MTHFD2P1	0	NA	NA	NA	NA	NA	MTHFD2P1
ANKRD66	0	NA	NA	NA	NA	NA	ANKRD66
AP4B1-AS1	0	NA	NA	NA	NA	NA	AP4B1-AS1
LINC00630	0	NA	NA	NA	NA	NA	LINC00630
LINC00582	0.098623717211989	-0.391502943884338	3.44865606662119	-0.113523336720531	0.909615662646079	0.999658563836992	LINC00582
LOC100287846	0	NA	NA	NA	NA	NA	LOC100287846
LINC00994	0	NA	NA	NA	NA	NA	LINC00994
TTC34	0	NA	NA	NA	NA	NA	TTC34
LGALS8-AS1	0	NA	NA	NA	NA	NA	LGALS8-AS1
TIMM23	20.5158578980321	0.0610513834778842	0.322901557568747	0.189071195374727	0.850037017046471	0.999658563836992	TIMM23
LOC100287944	0	NA	NA	NA	NA	NA	LOC100287944
LINC01699	0	NA	NA	NA	NA	NA	LINC01699
LOC100288069	0	NA	NA	NA	NA	NA	LOC100288069
WTAPP1	0	NA	NA	NA	NA	NA	WTAPP1
GS1-279B7.1	0	NA	NA	NA	NA	NA	GS1-279B7.1
LDLRAD4-AS1	0	NA	NA	NA	NA	NA	LDLRAD4-AS1
LOC100288123	0	NA	NA	NA	NA	NA	LOC100288123
NBPF20	0	NA	NA	NA	NA	NA	NBPF20
LNCOC1	0	NA	NA	NA	NA	NA	LNCOC1
HMGN3-AS1	0.375489891437239	-1.55200004269509	2.97439778667521	-0.521786309029606	0.601819123174484	0.999658563836992	HMGN3-AS1
100288255	0	NA	NA	NA	NA	NA	100288255
NPIPA5	0.602962895093235	2.04785116133114	1.7308873804712	1.18312212824248	0.236760749169847	0.999658563836992	NPIPA5
NCAM1-AS1	0	NA	NA	NA	NA	NA	NCAM1-AS1
ERVMER34-1	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	ERVMER34-1
LMCD1-AS1	0	NA	NA	NA	NA	NA	LMCD1-AS1
IL10RB-DT	3.82126537545775	0.775416695400058	0.739064634972961	1.04918657815149	0.29409225477546	0.999658563836992	IL10RB-DT
DDX11L9	0	NA	NA	NA	NA	NA	DDX11L9
WI2-2373I1.2	0	NA	NA	NA	NA	NA	WI2-2373I1.2
WHAMMP1	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	WHAMMP1
LOC100288637	0.604327054836613	0.225207344434961	1.74700342417152	0.1289106485534	0.897428350650835	0.999658563836992	LOC100288637
PAN3-AS1	0.191434022721415	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	PAN3-AS1
LOC100288748	0	NA	NA	NA	NA	NA	LOC100288748
WASH8P	2.67763950101138	0.246046581583604	0.883826647235769	0.278387829053505	0.780714661400838	0.999658563836992	WASH8P
TMEM239	0	NA	NA	NA	NA	NA	TMEM239
HYDIN2	0	NA	NA	NA	NA	NA	HYDIN2
CLDN34	0	NA	NA	NA	NA	NA	CLDN34
SRGAP3-AS3	0	NA	NA	NA	NA	NA	SRGAP3-AS3
B3GNT10	1.16752005001169	-1.06221085055564	1.42934413029141	-0.743145634451988	0.457393513693415	0.999658563836992	B3GNT10
LOC100288846	0.191434022721415	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	LOC100288846
CRIM1-DT	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	CRIM1-DT
BMS1P21	0	NA	NA	NA	NA	NA	BMS1P21
MOXD2P	0	NA	NA	NA	NA	NA	MOXD2P
SLC25A25-AS1	0.389470997756577	1.02519751053193	2.93521471003526	0.349275133783864	0.726882764714796	0.999658563836992	SLC25A25-AS1
ATP2A1-AS1	0.895904974565994	-1.6522510659151	1.75275586833941	-0.942658983923684	0.345855359268734	0.999658563836992	ATP2A1-AS1
FAM95C	0	NA	NA	NA	NA	NA	FAM95C
GNG12-AS1	0	NA	NA	NA	NA	NA	GNG12-AS1
TMEM225B	0.203174459877952	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	TMEM225B
LINC00624	0	NA	NA	NA	NA	NA	LINC00624
LOC100289230	0.590706036614114	0.248766712526286	1.74322807574075	0.142704627115748	0.886523462213821	0.999658563836992	LOC100289230
TMEM238L	0.58989216649123	3.42998360464914	3.29556706700901	1.04078707394115	0.297974380481568	0.999658563836992	TMEM238L
MAN1B1-DT	1.18893085163349	-2.10731698029605	1.57495941271715	-1.33801351532004	0.18089203107926	0.999658563836992	MAN1B1-DT
LOC100289361	1.69504581865183	-1.66069371948193	1.34412704335881	-1.23551841895247	0.21663762578564	0.999658563836992	LOC100289361
UBAC2-AS1	0.281214179928796	0.158090101076755	3.44865606662119	0.0458410749065051	0.963436920164351	0.999658563836992	UBAC2-AS1
KCTD21-AS1	0.471865831498697	-0.58703142513003	2.34538799512161	-0.250291817964043	0.802361683463888	0.999658563836992	KCTD21-AS1
MCF2L-AS1	0.188470509994428	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	MCF2L-AS1
LOC100289473	0	NA	NA	NA	NA	NA	LOC100289473
LOC100289495	0.101587229938976	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	LOC100289495
KCNIP2-AS1	0	NA	NA	NA	NA	NA	KCNIP2-AS1
LOC100289511	0	NA	NA	NA	NA	NA	LOC100289511
LOC100289561	0	NA	NA	NA	NA	NA	LOC100289561
ZNF605	1.33173379636832	-1.30679555309267	1.99834265065907	-0.653939679794996	0.513150668414358	0.999658563836992	ZNF605
PSG8-AS1	0	NA	NA	NA	NA	NA	PSG8-AS1
LOC100289656	0	NA	NA	NA	NA	NA	LOC100289656
ZNF783	3.68308559213271	0.694881982993151	0.694614075214114	1.00038569298924	0.31712389103416	0.999658563836992	ZNF783
LINC00942	0	NA	NA	NA	NA	NA	LINC00942
ZNF587B	1.98124990132163	0.0224332109591267	0.924718356009993	0.0242595064900867	0.980645612756602	0.999658563836992	ZNF587B
C4B_2	0.220333734245229	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	C4B_2
LOC100294145	0.40104938450872	-0.254101415598787	2.37377749222467	-0.107045170169107	0.914753144986707	0.999658563836992	LOC100294145
RNF213-AS1	0	NA	NA	NA	NA	NA	RNF213-AS1
NHEG1	0.412603890827378	-1.6614747378239	3.43555183959203	-0.483612186745871	0.628661124246211	0.999658563836992	NHEG1
CDH5	5.37559712422868	0.600796482341257	0.69302072756127	0.866924261349948	0.385983509369352	0.999658563836992	CDH5
MIR1286	0	NA	NA	NA	NA	NA	MIR1286
MIR1538	0	NA	NA	NA	NA	NA	MIR1538
MIR1276	0	NA	NA	NA	NA	NA	MIR1276
MIR1470	0	NA	NA	NA	NA	NA	MIR1470
MIR1915	0	NA	NA	NA	NA	NA	MIR1915
MIR320C1	0	NA	NA	NA	NA	NA	MIR320C1
MIR1914	5.06539337522835	1.5385606252868	0.861141338796068	1.78665284776342	0.0739936144895732	0.999658563836992	MIR1914
MIR1292	0	NA	NA	NA	NA	NA	MIR1292
MIR1537	0	NA	NA	NA	NA	NA	MIR1537
MIR1247	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	MIR1247
MIR1249	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	MIR1249
MIR1296	0	NA	NA	NA	NA	NA	MIR1296
MIR548N	0	NA	NA	NA	NA	NA	MIR548N
MIR1205	0	NA	NA	NA	NA	NA	MIR1205
MIR1322	0	NA	NA	NA	NA	NA	MIR1322
MIR1257	0	NA	NA	NA	NA	NA	MIR1257
MIR1206	0.282371229797696	0.158090101076755	3.44865606662119	0.045841074906505	0.963436920164351	0.999658563836992	MIR1206
MIR1207	0	NA	NA	NA	NA	NA	MIR1207
MIR1204	0.781417980419489	0.550956193954672	2.28108597113949	0.241532410845282	0.809142499688835	0.999658563836992	MIR1204
MIR548F1	0	NA	NA	NA	NA	NA	MIR548F1
MIR548I1	0	NA	NA	NA	NA	NA	MIR548I1
MIR1203	0	NA	NA	NA	NA	NA	MIR1203
MIR1250	0	NA	NA	NA	NA	NA	MIR1250
MIR1281	0.193314603787377	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	MIR1281
MIR548F5	0	NA	NA	NA	NA	NA	MIR548F5
MIR1304	2.5917148295422	0.554756453927656	0.87275588182189	0.635637599794336	0.525012656543696	0.999658563836992	MIR1304
MIR1972-1	0	NA	NA	NA	NA	NA	MIR1972-1
MIR1180	0.100812341234921	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	MIR1180
MIR1539	0	NA	NA	NA	NA	NA	MIR1539
MIR1469	0.914979883050865	0.20664784672266	1.60585307136415	0.128684155734818	0.897607573051822	0.999658563836992	MIR1469
MIR2052	0.394494868847956	-1.60656421911077	3.43839721316735	-0.467242182770049	0.640326616872444	0.999658563836992	MIR2052
MIR1910	0	NA	NA	NA	NA	NA	MIR1910
MIR1908	0	NA	NA	NA	NA	NA	MIR1908
MIR1305	0	NA	NA	NA	NA	NA	MIR1305
MIR1208	0	NA	NA	NA	NA	NA	MIR1208
MIR1244-1	4.65626995615064	1.07007522120598	0.650790125814632	1.64427083134751	0.100120271626628	0.999658563836992	MIR1244-1
RASAL2-AS1	0.388484169899482	-1.58777263797708	2.96975159301733	-0.534648299107021	0.592893078477239	0.999658563836992	RASAL2-AS1
LINC00882	0	NA	NA	NA	NA	NA	LINC00882
BABAM2-AS1	0.196939078293861	0.570282311025334	3.44865606662119	0.16536363731512	0.868657772828279	0.999658563836992	BABAM2-AS1
LINC00184	0	NA	NA	NA	NA	NA	LINC00184
FTX	0	NA	NA	NA	NA	NA	FTX
FAS-AS1	0	NA	NA	NA	NA	NA	FAS-AS1
SNORA80B	0	NA	NA	NA	NA	NA	SNORA80B
TSNAX-DISC1	0	NA	NA	NA	NA	NA	TSNAX-DISC1
ZEB2-AS1	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	ZEB2-AS1
SLC25A5-AS1	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	SLC25A5-AS1
LOC100303749	0	NA	NA	NA	NA	NA	LOC100303749
PET117	0.90028759095012	0.923653499833971	1.31054463921722	0.704785989117975	0.480943429061855	0.999658563836992	PET117
PITPNA-AS1	9.42820250788483	-0.0109158921650313	0.544888213503211	-0.0200332690165026	0.984016833048846	0.999658563836992	PITPNA-AS1
NDUFAF4P1	0	NA	NA	NA	NA	NA	NDUFAF4P1
OTX2-AS1	0	NA	NA	NA	NA	NA	OTX2-AS1
SPDYE2B	0	NA	NA	NA	NA	NA	SPDYE2B
ANKRD61	0	NA	NA	NA	NA	NA	ANKRD61
MIR320B2	0	NA	NA	NA	NA	NA	MIR320B2
MIR548K	0	NA	NA	NA	NA	NA	MIR548K
MIR548H4	0	NA	NA	NA	NA	NA	MIR548H4
MIR2116	0	NA	NA	NA	NA	NA	MIR2116
MIR320D1	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	MIR320D1
HOTTIP	0	NA	NA	NA	NA	NA	HOTTIP
SAP25	5.44545586771816	1.42688615757881	0.972721279877434	1.46690134892351	0.14240289353156	0.999658563836992	SAP25
GCSHP3	4.51555710779831	-0.41332305851221	0.698131309929469	-0.592042002175733	0.553822462641138	0.999658563836992	GCSHP3
TRPC5OS	0	NA	NA	NA	NA	NA	TRPC5OS
LOC100335030	0	NA	NA	NA	NA	NA	LOC100335030
SNORA70F	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	SNORA70F
CHAF1A	10.2876758291845	-0.400354087440195	0.503320375771787	-0.795425948783209	0.426365770547373	0.999658563836992	CHAF1A
SNORA70G	0	NA	NA	NA	NA	NA	SNORA70G
MACROD2-AS1	0	NA	NA	NA	NA	NA	MACROD2-AS1
TMED11P	0	NA	NA	NA	NA	NA	TMED11P
LOC100379224	0	NA	NA	NA	NA	NA	LOC100379224
BOK-AS1	0	NA	NA	NA	NA	NA	BOK-AS1
NPPA-AS1	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	NPPA-AS1
MIR181A2HG	0.288658656521655	1.43577886806927	3.40127342361811	0.422129799415526	0.672930278087399	0.999658563836992	MIR181A2HG
